FullAddress,Steet,City,State,Zipcode,Retailer,Calc_Rebate,Check_Amount,AddressFull,Rebate_Status,RebateType,Site_Type
"956 LORAINE AV, LOS ALTOS, CA 94024",956 LORAINE AV,LOS ALTOS,CA,94024,California Water,$0.00 ,,956 LORAINE AV LA 94024,Appl. Received Complete,L,Single Family
"111 HEATHER LN, PALO ALTO, CA 94303",111 HEATHER LN,PALO ALTO,CA,94303,Palo Alto,$162.19 ,$162.19 ,111 HEATHER LN PA 94303,Check Issued,IW,Single Family
"1876 CURTNER AV, SAN JOSE, CA 95124",1876 CURTNER AV,SAN JOSE,CA,95124,SJ Water Co.,$0.00 ,,1876 CURTNER AV SJ 95124,Appl. Received Complete,,Commercial
"10410 WESTACRES DR, CUPERTINO, CA 95014",10410 WESTACRES DR,CUPERTINO,CA,95014,SJ Water Co.,"$2,380.00 ","$2,380.00 ",10410 WESTACRES DR CU 95014,Check Issued,L,Single Family
"5005 MCCOY AV, SAN JOSE, CA 95130",5005 MCCOY AV,SAN JOSE,CA,95130,SJ Water Co.,$235.74 ,$235.74 ,5005 MCCOY AV SJ 95130,Check Issued,IW,Single Family
"1240 FOXWORTHY AV, SAN JOSE, CA 95118",1240 FOXWORTHY AV,SAN JOSE,CA,95118,SJ Water Co.,$283.34 ,$283.34 ,1240 FOXWORTHY AV SJ 95118,Check Issued,IW,Single Family
"279 ALICIA WY, LOS ALTOS, CA 94022",279 ALICIA WY,LOS ALTOS,CA,94022,California Water,"$1,917.00 ","$1,917.00 ",279 ALICIA WY LA 94022,Check Issued,LW,Single Family
"2346 BRAY AV, SANTA CLARA, CA 95050",2346 BRAY AV,SANTA CLARA,CA,95050,Santa Clara,$975.00 ,$975.00 ,2346 BRAY AV SC 95050,Check Issued,IW,Single Family
"3689 KENDRA WY, SAN JOSE, CA 95130",3689 KENDRA WY,SAN JOSE,CA,95130,SJ Water Co.,$294.25 ,$294.25 ,3689 KENDRA WY SJ 95130,Check Issued,IW,Single Family
"1825 BENTON ST, SANTA CLARA, CA 95050",1825 BENTON ST,SANTA CLARA,CA,95050,Santa Clara,$0.00 ,,1825 BENTON ST SC 95050,Site is Disqualified,W,Single Family
"18660 VISTA DE ALMADEN, SAN JOSE, CA 95120",18660 VISTA DE ALMADEN,SAN JOSE,CA,95120,SJ Water Co.,$918.44 ,$918.44 ,18660 VISTA DE ALMADEN SJ 95120,Check Issued,IW,Single Family
"821 N 6TH ST, SAN JOSE, CA 95112",821 N 6TH ST,SAN JOSE,CA,95112,SJ Water Co.,"$1,041.00 ","$1,041.00 ",821 N 6TH ST SJ 95112,Check Issued,L,Single Family
"4009 CHAMBERER DR, SAN JOSE, CA 95135",4009 CHAMBERER DR,SAN JOSE,CA,95135,SJ Muni,"$1,261.00 ","$1,261.00 ",4009 CHAMBERER DR SJ 95135,Check Issued,LIW,Single Family
"591 CAMINO DR, SANTA CLARA, CA 95050",591 CAMINO DR,SANTA CLARA,CA,95050,Santa Clara,$252.15 ,$252.15 ,591 CAMINO DR SC 95050,Check Issued,IW,Single Family
"4009 CHAMBERER DR, SAN JOSE, CA 95135",4009 CHAMBERER DR,SAN JOSE,CA,95135,,$0.00 ,,4009 CHAMBERER DR SJ 95135,Site is Disqualified,,Single Family
"555 S PARK VICTORIA DR, MILPITAS, CA 95035",555 S PARK VICTORIA DR,MILPITAS,CA,95035,Milpitas,$0.00 ,,555 S PARK VICTORIA DR MI 95035,Site is Disqualified,LDIW,MFD
"3642 RANDOLPH AV, SANTA CLARA, CA 95051",3642 RANDOLPH AV,SANTA CLARA,CA,95051,Santa Clara,$0.00 ,,3642 RANDOLPH AV SC 95051,Site is Disqualified,IW,Single Family
"6335 SPONSON LN, SAN JOSE, CA 95123",6335 SPONSON LN,SAN JOSE,CA,95123,Great Oaks,$220.00 ,$220.00 ,6335 SPONSON LN SJ 95123,Check Issued,IW,Single Family
"20613 BROOKWOOD LN, SARATOGA, CA 95070",20613 BROOKWOOD LN,SARATOGA,CA,95070,SJ Water Co.,$300.00 ,,20613 BROOKWOOD LN SA 95070,Appl. Received Complete,IW,Single Family
"151 COWPER ST, PALO ALTO, CA 94301",151 COWPER ST,PALO ALTO,CA,94301,Palo Alto,"$1,408.00 ","$1,408.00 ",151 COWPER ST PA 94301,Check Issued,L,Single Family
"743 MONTROSE AV, PALO ALTO, CA 94303",743 MONTROSE AV,PALO ALTO,CA,94303,Palo Alto,$0.00 ,,743 MONTROSE AV PA 94303,Site is Disqualified,,Single Family
"21450 COLUMBUS AV, CUPERTINO, CA 95014",21450 COLUMBUS AV,CUPERTINO,CA,95014,SJ Water Co.,"$1,121.00 ","$1,121.00 ",21450 COLUMBUS AV CU 95014,Check Issued,L,Single Family
"3669 DEEDHAM DR, SAN JOSE, CA 95148",3669 DEEDHAM DR,SAN JOSE,CA,95148,SJ Muni,"$2,244.00 ","$2,244.00 ",3669 DEEDHAM DR SJ 95148,Check Issued,L,Single Family
"3918 PALADIN DR, SAN JOSE, CA 95124",3918 PALADIN DR,SAN JOSE,CA,95124,SJ Water Co.,$587.98 ,$587.98 ,3918 PALADIN DR SJ 95124,Check Issued,IW,Single Family
"415 WRIGHT AV, MORGAN HILL, CA 95037",415 WRIGHT AV,MORGAN HILL,CA,95037,Morgan Hill,$93.50 ,$93.50 ,415 WRIGHT AV MH 95037,Check Issued,IW,Single Family
"726 JACKPINE CT, SUNNYVALE, CA 94086",726 JACKPINE CT,SUNNYVALE,CA,94086,Sunnyvale,$163.18 ,$163.18 ,726 JACKPINE CT SU 94086,Check Issued,IW,Single Family
"8455 WREN AV, GILROY, CA 95020",8455 WREN AV,GILROY,CA,95020,Gilroy,$0.00 ,,8455 WREN AV GI 95020,Appl. Received Complete,,Institutional
"751 CENTER DR, PALO ALTO, CA 94301",751 CENTER DR,PALO ALTO,CA,94301,Palo Alto,$0.00 ,,751 CENTER DR PA 94301,Site is Disqualified,LIW,Single Family
"6598 ROCKY CREST DR, SAN JOSE, CA 95120",6598 ROCKY CREST DR,SAN JOSE,CA,95120,SJ Water Co.,$289.00 ,$289.00 ,6598 ROCKY CREST DR SJ 95120,Check Issued,IW,Single Family
"1145 QUEENSBRIDGE WY, SAN JOSE, CA 95120",1145 QUEENSBRIDGE WY,SAN JOSE,CA,95120,SJ Water Co.,$230.00 ,$230.00 ,1145 QUEENSBRIDGE WY SJ 95120,Check Issued,IW,Single Family
"2039 ESTATE VIEW WY, SAN JOSE, CA 95148",2039 ESTATE VIEW WY,SAN JOSE,CA,95148,SJ Water Co.,$180.88 ,$180.88 ,2039 ESTATE VIEW WY SJ 95148,Check Issued,IW,Single Family
"2 GEM AV, LOS GATOS, CA 95032",2 GEM AV,LOS GATOS,CA,95032,SJ Water Co.,$0.00 ,,2 GEM AV LG 95032,Site is Disqualified,IW,Single Family
"18005 WOODLAND AV, MORGAN HILL, CA 95037",18005 WOODLAND AV,MORGAN HILL,CA,95037,Morgan Hill,"$2,538.00 ","$2,538.00 ",18005 WOODLAND AV MH 95037,Check Issued,L,Single Family
"2251 MIDDLETOWN DR, CAMPBELL, CA 95008",2251 MIDDLETOWN DR,CAMPBELL,CA,95008,SJ Water Co.,$206.49 ,$206.49 ,2251 MIDDLETOWN DR CA 95008,Check Issued,IW,Single Family
"10185 N Stelling Rd, Cuperti, , CA 95014","10185 N Stelling Rd, Cuperti",,CA,95014,SJ Water Co.,$0.00 ,,"10185 N Stelling Rd, Cupertino 95014",Site is Disqualified,L,Institutional
"387 ELY PL, PALO ALTO, CA 94306",387 ELY PL,PALO ALTO,CA,94306,Palo Alto,$217.40 ,$217.40 ,387 ELY PL PA 94306,Check Issued,IW,Single Family
"2389 TULIP RD, SAN JOSE, CA 95128",2389 TULIP RD,SAN JOSE,CA,95128,SJ Water Co.,$0.00 ,,2389 TULIP RD SJ 95128,Appl. Received Complete,IW,Single Family
"1430 SCOSSA AV, SAN JOSE, CA 95118",1430 SCOSSA AV,SAN JOSE,CA,95118,SJ Water Co.,$300.00 ,,1430 SCOSSA AV SJ 95118,Appl. Received Complete,IW,Single Family
"1375 MCKENDRIE ST, SAN JOSE, CA 95126",1375 MCKENDRIE ST,SAN JOSE,CA,95126,SJ Water Co.,$945.00 ,$945.00 ,1375 MCKENDRIE ST SJ 95126,Check Issued,L,Single Family
"1926 BERNICE WY, SAN JOSE, CA 95124",1926 BERNICE WY,SAN JOSE,CA,95124,SJ Water Co.,"$1,024.13 ","$1,024.13 ",1926 BERNICE WY SJ 95124,Check Issued,LIW,Single Family
"661 CABRILLO AV, STANFORD, CA 94305",661 CABRILLO AV,STANFORD,CA,94305,Stanford Utilities,"$1,428.00 ","$1,428.00 ",661 CABRILLO AV ST 94305,Check Issued,L,Single Family
"2619 ARAGON WY, SAN JOSE, CA 95125",2619 ARAGON WY,SAN JOSE,CA,95125,SJ Water Co.,$0.00 ,,2619 ARAGON WY SJ 95125,Site is Disqualified,IW,Single Family
"1192 LAURELES DR, LOS ALTOS, CA 94022",1192 LAURELES DR,LOS ALTOS,CA,94022,California Water,$293.99 ,$293.99 ,1192 LAURELES DR LA 94022,Check Issued,IW,Single Family
"747 LOS ALTOS AV, LOS ALTOS, CA 94022",747 LOS ALTOS AV,LOS ALTOS,CA,94022,California Water,$0.00 ,,747 LOS ALTOS AV LA 94022,Site is Disqualified,I,Single Family
"10210 PASADENA AV, CUPERTINO, CA 95014",10210 PASADENA AV,CUPERTINO,CA,95014,SJ Water Co.,"$4,396.00 ","$4,396.00 ",10210 PASADENA AV CU 95014,Check Issued,L,MFD
"1547 MARIPOSA AV, PALO ALTO, CA 94306",1547 MARIPOSA AV,PALO ALTO,CA,94306,Palo Alto,$227.86 ,$227.86 ,1547 MARIPOSA AV PA 94306,Check Issued,IW,Single Family
"1662 CORNELL DR, MOUNTAIN VIEW, CA 94040",1662 CORNELL DR,MOUNTAIN VIEW,CA,94040,Mountain View,$0.00 ,,1662 CORNELL DR MV 94040,Appl. Received Complete,,Single Family
"836 MAYFIELD AV, STANFORD, CA 94305",836 MAYFIELD AV,STANFORD,CA,94305,Stanford Utilities,$0.00 ,,836 MAYFIELD AV ST 94305,Site is Disqualified,IW,Single Family
"1042 GRAPE AV, SUNNYVALE, CA 94087",1042 GRAPE AV,SUNNYVALE,CA,94087,Sunnyvale,$420.00 ,$420.00 ,1042 GRAPE AV SU 94087,Check Issued,L,Single Family
"1693 MASSIDDA CT, SAN JOSE, CA 95118",1693 MASSIDDA CT,SAN JOSE,CA,95118,SJ Water Co.,$300.00 ,,1693 MASSIDDA CT SJ 95118,Appl. Received Complete,IW,Single Family
"1400 OAK AV, LOS ALTOS, CA 94024",1400 OAK AV,LOS ALTOS,CA,94024,California Water,$0.00 ,,1400 OAK AV LA 94024,Site is Disqualified,DIW,Single Family
"508 PAGE ST, SAN JOSE, CA 95126",508 PAGE ST,SAN JOSE,CA,95126,SJ Water Co.,$0.00 ,,508 PAGE ST SJ 95126,Site is Disqualified,W,Single Family
"3556 KETTMANN RD, SAN JOSE, CA 95121",3556 KETTMANN RD,SAN JOSE,CA,95121,SJ Muni,$0.00 ,,3556 KETTMANN RD SJ 95121,Site is Disqualified,IW,Single Family
"114 HIGHLAND OAKS WY, LOS GATOS, CA 95032",114 HIGHLAND OAKS WY,LOS GATOS,CA,95032,SJ Water Co.,$0.00 ,,114 HIGHLAND OAKS WY LG 95032,Site is Disqualified,IW,Single Family
"966 CAMBRIDGE AV, SUNNYVALE, CA 94087",966 CAMBRIDGE AV,SUNNYVALE,CA,94087,Sunnyvale,$0.00 ,,966 CAMBRIDGE AV SU 94087,Appl. Received Complete,,Single Family
"835 PINE HILL RD, STANFORD, CA 94305",835 PINE HILL RD,STANFORD,CA,94305,Stanford Utilities,$0.00 ,,835 PINE HILL RD ST 94305,Appl. Received Complete,,Single Family
"4940 CARTER AV, SAN JOSE, CA 95118",4940 CARTER AV,SAN JOSE,CA,95118,SJ Water Co.,$209.98 ,$209.98 ,4940 CARTER AV SJ 95118,Check Issued,IW,Single Family
"1912 KIRKLAND AV, SAN JOSE, CA 95125",1912 KIRKLAND AV,SAN JOSE,CA,95125,SJ Water Co.,$0.00 ,,1912 KIRKLAND AV SJ 95125,Site is Disqualified,,Single Family
"3629 KLEIN CT, SAN JOSE, CA 95148",3629 KLEIN CT,SAN JOSE,CA,95148,SJ Muni,$0.00 ,,3629 KLEIN CT SJ 95148,Appl. Received Complete,,Single Family
"1 ALVISO ST, SANTA CLARA, CA 95050",1 ALVISO ST,SANTA CLARA,CA,95050,Santa Clara,$396.00 ,$396.00 ,1 ALVISO ST SC 95050,Check Issued,L,Single Family
"2905 BENJAMIN CT, SAN JOSE, CA 95124",2905 BENJAMIN CT,SAN JOSE,CA,95124,SJ Water Co.,"$2,000.00 ","$2,000.00 ",2905 BENJAMIN CT SJ 95124,Check Issued,L,Single Family
"1502 LOCHINVAR AV, SUNNYVALE, CA 94087",1502 LOCHINVAR AV,SUNNYVALE,CA,94087,Sunnyvale,$455.98 ,$455.98 ,1502 LOCHINVAR AV SU 94087,Check Issued,IW,Single Family
"1932 ALFORD AV, LOS ALTOS, CA 94024",1932 ALFORD AV,LOS ALTOS,CA,94024,California Water,$285.50 ,$285.50 ,1932 ALFORD AV LA 94024,Check Issued,IW,Single Family
"19881 SCOTLAND DR, SARATOGA, CA 95070",19881 SCOTLAND DR,SARATOGA,CA,95070,SJ Water Co.,"$1,687.49 ","$1,687.49 ",19881 SCOTLAND DR SA 95070,Check Issued,LIW,Single Family
"5996 TANDERA AV, SAN JOSE, CA 95123",5996 TANDERA AV,SAN JOSE,CA,95123,SJ Water Co.,$300.00 ,,5996 TANDERA AV SJ 95123,Appl. Received Complete,LIW,Single Family
"1970 MORGAN AV, MORGAN HILL, CA 95037",1970 MORGAN AV,MORGAN HILL,CA,95037,Morgan Hill,$300.00 ,$300.00 ,1970 MORGAN AV MH 95037,Check Issued,W,Single Family
"2576 BOBOLINK DR, SAN JOSE, CA 95125",2576 BOBOLINK DR,SAN JOSE,CA,95125,SJ Water Co.,"$2,000.00 ","$2,000.00 ",2576 BOBOLINK DR SJ 95125,Check Issued,L,Single Family
"1649 SALISBURY DR, SAN JOSE, CA 95124",1649 SALISBURY DR,SAN JOSE,CA,95124,SJ Water Co.,$594.00 ,$594.00 ,1649 SALISBURY DR SJ 95124,Check Issued,L,Single Family
"5754 MCKELLAR DR, SAN JOSE, CA 95129",5754 MCKELLAR DR,SAN JOSE,CA,95129,SJ Water Co.,$300.00 ,,5754 MCKELLAR DR SJ 95129,Appl. Received Complete,IW,Single Family
"3391 KILO AV, SAN JOSE, CA 95124",3391 KILO AV,SAN JOSE,CA,95124,SJ Water Co.,$0.00 ,,3391 KILO AV SJ 95124,Site is Disqualified,IW,Single Family
"19321 SHUBERT DR, SARATOGA, CA 95070",19321 SHUBERT DR,SARATOGA,CA,95070,SJ Water Co.,$287.50 ,$287.50 ,19321 SHUBERT DR SA 95070,Check Issued,IW,Single Family
"797 WILLOW GLEN WY, SAN JOSE, CA 95125",797 WILLOW GLEN WY,SAN JOSE,CA,95125,SJ Water Co.,"$2,000.00 ","$2,000.00 ",797 WILLOW GLEN WY SJ 95125,Check Issued,LIW,Single Family
"7465 DUMAS DR, CUPERTINO, CA 95014",7465 DUMAS DR,CUPERTINO,CA,95014,SJ Water Co.,"$2,342.00 ","$2,342.00 ",7465 DUMAS DR CU 95014,Check Issued,L,Single Family
"1425 HIGHLAND VIEW CT, LOS ALTOS, CA 94024",1425 HIGHLAND VIEW CT,LOS ALTOS,CA,94024,California Water,$652.25 ,$652.25 ,1425 HIGHLAND VIEW CT LA 94024,Check Issued,LD,Single Family
"1227 N CENTRAL AV, SAN JOSE, CA 95128",1227 N CENTRAL AV,SAN JOSE,CA,95128,SJ Water Co.,$228.00 ,$228.00 ,1227 N CENTRAL AV SJ 95128,Check Issued,IW,Single Family
"1601 SHASTA AV, SAN JOSE, CA 95128",1601 SHASTA AV,SAN JOSE,CA,95128,SJ Water Co.,$0.00 ,,1601 SHASTA AV SJ 95128,Site is Disqualified,I,Single Family
"530 IRVEN CT, PALO ALTO, CA 94306",530 IRVEN CT,PALO ALTO,CA,94306,Palo Alto,$0.00 ,,530 IRVEN CT PA 94306,Site is Disqualified,,Single Family
"14511 LEIGH CT, SAN JOSE, CA 95124",14511 LEIGH CT,SAN JOSE,CA,95124,SJ Water Co.,$0.00 ,,14511 LEIGH CT SJ 95124,Site is Disqualified,I,Single Family
"1272 GRETEL LN, MOUNTAIN VIEW, CA 94040",1272 GRETEL LN,MOUNTAIN VIEW,CA,94040,Mountain View,$0.00 ,,1272 GRETEL LN MV 94040,Site is Disqualified,IW,Single Family
"1579 EDDINGTON PL, SAN JOSE, CA 95129",1579 EDDINGTON PL,SAN JOSE,CA,95129,SJ Water Co.,$273.18 ,$273.18 ,1579 EDDINGTON PL SJ 95129,Check Issued,IW,Single Family
"705 POTOMAC CT, SAN JOSE, CA 95136",705 POTOMAC CT,SAN JOSE,CA,95136,SJ Water Co.,$0.00 ,,705 POTOMAC CT SJ 95136,Appl. Received Complete,IW,Single Family
"1551 BRENNER WY, SAN JOSE, CA 95118",1551 BRENNER WY,SAN JOSE,CA,95118,SJ Water Co.,$273.95 ,$273.95 ,1551 BRENNER WY SJ 95118,Check Issued,IW,Single Family
"1585 ENGLISH DR, SAN JOSE, CA 95129",1585 ENGLISH DR,SAN JOSE,CA,95129,SJ Water Co.,$0.00 ,,1585 ENGLISH DR SJ 95129,Appl. Received Complete,LIW,Single Family
"18868 HUNTER WY, CUPERTINO, CA 95014",18868 HUNTER WY,CUPERTINO,CA,95014,SJ Water Co.,"$2,292.66 ","$2,292.66 ",18868 HUNTER WY CU 95014,Check Issued,LIW,Single Family
"2243 MIDDLETOWN DR, CAMPBELL, CA 95008",2243 MIDDLETOWN DR,CAMPBELL,CA,95008,SJ Water Co.,$169.18 ,$169.18 ,2243 MIDDLETOWN DR CA 95008,Check Issued,IW,Single Family
"1109 JAMESTOWN DR, SUNNYVALE, CA 94087",1109 JAMESTOWN DR,SUNNYVALE,CA,94087,Sunnyvale,"$2,000.00 ","$2,000.00 ",1109 JAMESTOWN DR SU 94087,Check Issued,LIW,Single Family
"298 S GORDON WY, LOS ALTOS, CA 94022",298 S GORDON WY,LOS ALTOS,CA,94022,California Water,$260.77 ,$260.77 ,298 S GORDON WY LA 94022,Check Issued,IW,Single Family
"1965 MONTEREY CT, SANTA CLARA, CA 95051",1965 MONTEREY CT,SANTA CLARA,CA,95051,Santa Clara,"$2,000.00 ","$2,000.00 ",1965 MONTEREY CT SC 95051,Check Issued,L,Single Family
"18485 CHELMSFORD DR, CUPERTINO, CA 95014",18485 CHELMSFORD DR,CUPERTINO,CA,95014,SJ Water Co.,"$1,004.00 ","$1,004.00 ",18485 CHELMSFORD DR CU 95014,Check Issued,L,Single Family
"221 JASON WY, MOUNTAIN VIEW, CA 94043",221 JASON WY,MOUNTAIN VIEW,CA,94043,Mountain View,$0.00 ,,221 JASON WY MV 94043,Site is Disqualified,IW,Single Family
"360 COCHRANE CL, MORGAN HILL, CA 95027",360 COCHRANE CL,MORGAN HILL,CA,95027,Morgan Hill,$0.00 ,,360 COCHRANE CL MH 95027,Site is Disqualified,LD,Commercial
"6236 OMAHA CT, SAN JOSE, CA 95123",6236 OMAHA CT,SAN JOSE,CA,95123,SJ Water Co.,$0.00 ,,6236 OMAHA CT SJ 95123,Site is Disqualified,IW,Single Family
"2903 MITTON DR, SAN JOSE, CA 95148",2903 MITTON DR,SAN JOSE,CA,95148,SJ Muni,$269.15 ,$269.15 ,2903 MITTON DR SJ 95148,Check Issued,IW,Single Family
"927 LINDA VISTA ST, SAN JOSE, CA 95127",927 LINDA VISTA ST,SAN JOSE,CA,95127,SJ Water Co.,$356.95 ,$356.95 ,927 LINDA VISTA ST SJ 95127,Check Issued,DW,Single Family
"6857 CASUAL CT, SAN JOSE, CA 95120",6857 CASUAL CT,SAN JOSE,CA,95120,SJ Water Co.,$0.00 ,,6857 CASUAL CT SJ 95120,Appl. Received Complete,,Single Family
"2353 WARBURTON AV, SANTA CLARA, CA 95050",2353 WARBURTON AV,SANTA CLARA,CA,95050,Santa Clara,$300.00 ,,2353 WARBURTON AV SC 95050,Appl. Received Complete,LIW,Single Family
"8273 GAUNT AV, GILROY, CA 95020",8273 GAUNT AV,GILROY,CA,95020,Gilroy,$296.99 ,$296.99 ,8273 GAUNT AV GI 95020,Check Issued,IW,Single Family
"307 E ST JOHN ST, SAN JOSE, CA 95112",307 E ST JOHN ST,SAN JOSE,CA,95112,SJ Water Co.,$0.00 ,,307 E ST JOHN ST SJ 95112,Site is Disqualified,IW,Single Family
"927 LINDA VISTA ST, SAN JOSE, CA 95127",927 LINDA VISTA ST,SAN JOSE,CA,95127,SJ Water Co.,$0.00 ,,927 LINDA VISTA ST SJ 95127,Site is Disqualified,IW,Single Family
"1193 CAROLYN DR, SANTA CLARA, CA 95050",1193 CAROLYN DR,SANTA CLARA,CA,95050,Santa Clara,$0.00 ,,1193 CAROLYN DR SC 95050,Appl. Received Complete,IW,Single Family
"3542 LA CASTELLET CT, SAN JOSE, CA 95148",3542 LA CASTELLET CT,SAN JOSE,CA,95148,SJ Muni,$305.00 ,$305.00 ,3542 LA CASTELLET CT SJ 95148,Check Issued,I,Single Family
"1383 OLYMPIC DR, MILPITAS, CA 95035",1383 OLYMPIC DR,MILPITAS,CA,95035,Milpitas,$437.00 ,$437.00 ,1383 OLYMPIC DR MI 95035,Check Issued,LD,Single Family
"1662 CORNELL DR, MOUNTAIN VIEW, CA 94040",1662 CORNELL DR,MOUNTAIN VIEW,CA,94040,Mountain View,$655.00 ,$655.00 ,1662 CORNELL DR MV 94040,Check Issued,L,Single Family
"574 CALLE SIENA, MORGAN HILL, CA 95037",574 CALLE SIENA,MORGAN HILL,CA,95037,Morgan Hill,"$1,929.46 ","$1,929.46 ",574 CALLE SIENA MH 95037,Check Issued,LIW,Single Family
"810 ARROYO RD, LOS ALTOS, CA 94024",810 ARROYO RD,LOS ALTOS,CA,94024,California Water,"$2,000.00 ","$2,000.00 ",810 ARROYO RD LA 94024,Check Issued,LW,Single Family
"5286 GATEWOOD LN, SAN JOSE, CA 95118",5286 GATEWOOD LN,SAN JOSE,CA,95118,SJ Water Co.,$125.04 ,$125.04 ,5286 GATEWOOD LN SJ 95118,Check Issued,IW,Single Family
"580 MADISON WY, PALO ALTO, CA 94303",580 MADISON WY,PALO ALTO,CA,94303,Palo Alto,"$2,774.50 ","$2,774.50 ",580 MADISON WY PA 94303,Check Issued,LD,Single Family
"1024 BURNTWOOD AV, SUNNYVALE, CA 94089",1024 BURNTWOOD AV,SUNNYVALE,CA,94089,Sunnyvale,$673.87 ,$673.87 ,1024 BURNTWOOD AV SU 94089,Check Issued,LIW,Single Family
"478 MADISON DR, SAN JOSE, CA 95123",478 MADISON DR,SAN JOSE,CA,95123,Great Oaks,$0.00 ,,478 MADISON DR SJ 95123,Site is Disqualified,I,Single Family
"21736 COLLINGSWORTH ST, CUPERTINO, CA 95014",21736 COLLINGSWORTH ST,CUPERTINO,CA,95014,SJ Water Co.,$0.00 ,,21736 COLLINGSWORTH ST CU 95014,Site is Disqualified,IW,Single Family
"933 HARLISS AV, SAN JOSE, CA 95110",933 HARLISS AV,SAN JOSE,CA,95110,SJ Water Co.,$0.00 ,,933 HARLISS AV SJ 95110,Site is Disqualified,,MFD
"959 OREGON AV, PALO ALTO, CA 94303",959 OREGON AV,PALO ALTO,CA,94303,Palo Alto,$158.48 ,$158.48 ,959 OREGON AV PA 94303,Check Issued,IW,Single Family
"790 MARIA WY, GILROY, CA 95020",790 MARIA WY,GILROY,CA,95020,Gilroy,"$1,289.00 ","$1,289.00 ",790 MARIA WY GI 95020,Check Issued,L,Single Family
"241 CHAPPELL CT, GILROY, CA 95020",241 CHAPPELL CT,GILROY,CA,95020,Gilroy,$878.00 ,$878.00 ,241 CHAPPELL CT GI 95020,Check Issued,L,Single Family
"1279 LOS PADRES BL, SANTA CLARA, CA 95050",1279 LOS PADRES BL,SANTA CLARA,CA,95050,Santa Clara,"$1,290.00 ","$1,290.00 ",1279 LOS PADRES BL SC 95050,Check Issued,L,Single Family
"6251 MOJAVE DR, SAN JOSE, CA 95120",6251 MOJAVE DR,SAN JOSE,CA,95120,SJ Water Co.,"$1,539.00 ","$1,539.00 ",6251 MOJAVE DR SJ 95120,Check Issued,L,Single Family
"2669 RAMSDELL PL, SAN JOSE, CA 95148",2669 RAMSDELL PL,SAN JOSE,CA,95148,SJ Muni,$0.00 ,,2669 RAMSDELL PL SJ 95148,Appl. Received Complete,,Single Family
"5063 DOYLE RD, SAN JOSE, CA 95129",5063 DOYLE RD,SAN JOSE,CA,95129,SJ Water Co.,$795.28 ,$795.28 ,5063 DOYLE RD SJ 95129,Check Issued,LDI,Single Family
"1044 REDMOND AV, SAN JOSE, CA 95120",1044 REDMOND AV,SAN JOSE,CA,95120,SJ Water Co.,$285.80 ,$285.80 ,1044 REDMOND AV SJ 95120,Check Issued,IW,Single Family
"1307 PEREGRINE DR, GILROY, CA 95020",1307 PEREGRINE DR,GILROY,CA,95020,Gilroy,"$1,029.00 ","$1,029.00 ",1307 PEREGRINE DR GI 95020,Check Issued,DIW,Single Family
"1364-1385 Yukon Terrace Sunnyva, , CA 94087",1364-1385 Yukon Terrace Sunnyva,,CA,94087,Sunnyvale,$0.00 ,,1364-1385 Yukon Terrace Sunnyvale 94087,Site is Disqualified,I,MFD
"793 SPRINGFIELD DR, CAMPBELL, CA 95008",793 SPRINGFIELD DR,CAMPBELL,CA,95008,SJ Water Co.,$514.92 ,$514.92 ,793 SPRINGFIELD DR CA 95008,Check Issued,IW,Single Family
"3426 LAGUNA CT, SANTA CLARA, CA 95051",3426 LAGUNA CT,SANTA CLARA,CA,95051,Santa Clara,$0.00 ,,3426 LAGUNA CT SC 95051,Appl. Received Complete,IW,Single Family
"16140 SHANNON RD, LOS GATOS, CA 95032",16140 SHANNON RD,LOS GATOS,CA,95032,SJ Water Co.,$0.00 ,,16140 SHANNON RD LG 95032,Site is Disqualified,,Single Family
"4926 TONY AV, SAN JOSE, CA 95124",4926 TONY AV,SAN JOSE,CA,95124,SJ Water Co.,$0.00 ,,4926 TONY AV SJ 95124,Appl. Received Complete,,Single Family
"6691 BRET HARTE DR, SAN JOSE, CA 95120",6691 BRET HARTE DR,SAN JOSE,CA,95120,SJ Water Co.,"$1,264.96 ","$1,264.96 ",6691 BRET HARTE DR SJ 95120,Check Issued,LIW,Single Family
"14815 HOLDEN WY, SAN JOSE, CA 95124",14815 HOLDEN WY,SAN JOSE,CA,95124,SJ Water Co.,$256.96 ,$256.96 ,14815 HOLDEN WY SJ 95124,Check Issued,IW,Single Family
"3542 LA CASTELLET CT, SAN JOSE, CA 95148",3542 LA CASTELLET CT,SAN JOSE,CA,95148,SJ Muni,$293.99 ,$293.99 ,3542 LA CASTELLET CT SJ 95148,Check Issued,IW,Single Family
"1146 FALCON RIDGE CT, SAN JOSE, CA 95120",1146 FALCON RIDGE CT,SAN JOSE,CA,95120,SJ Water Co.,$137.87 ,$137.87 ,1146 FALCON RIDGE CT SJ 95120,Check Issued,IW,Single Family
"4509 YERBA BUENA AV, SAN JOSE, CA 95121",4509 YERBA BUENA AV,SAN JOSE,CA,95121,SJ Muni,$0.00 ,,4509 YERBA BUENA AV SJ 95121,Appl. Received Complete,W,Single Family
"739 FLORALES DR, PALO ALTO, CA 94306",739 FLORALES DR,PALO ALTO,CA,94306,Palo Alto,"$2,807.00 ","$2,807.00 ",739 FLORALES DR PA 94306,Check Issued,LIW,Single Family
